,prompt,label1,label2,distractor1,distractor2,dependency,animacy,match,predicted_token0k,label_prob0k,distractor_prob0k,diff_prob0k,top_prob0k,correct0k,predicted_token20k,label_prob20k,distractor_prob20k,diff_prob20k,top_prob20k,correct20k,predicted_token40k,label_prob40k,distractor_prob40k,diff_prob40k,top_prob40k,correct40k,predicted_token60k,label_prob60k,distractor_prob60k,diff_prob60k,top_prob60k,correct60k,predicted_token80k,label_prob80k,distractor_prob80k,diff_prob80k,top_prob80k,correct80k,predicted_token100k,label_prob100k,distractor_prob100k,diff_prob100k,top_prob100k,correct100k,predicted_token120k,label_prob120k,distractor_prob120k,diff_prob120k,top_prob120k,correct120k,predicted_token140k,label_prob140k,distractor_prob140k,diff_prob140k,top_prob140k,correct140k,predicted_token160k,label_prob160k,distractor_prob160k,diff_prob160k,top_prob160k,correct160k,predicted_token180k,label_prob180k,distractor_prob180k,diff_prob180k,top_prob180k,correct180k,predicted_token200k,label_prob200k,distractor_prob200k,diff_prob200k,top_prob200k,correct200k,predicted_token300k,label_prob300k,distractor_prob300k,diff_prob300k,top_prob300k,correct300k,predicted_token400k,label_prob400k,distractor_prob400k,diff_prob400k,top_prob400k,correct400k,predicted_token500k,label_prob500k,distractor_prob500k,diff_prob500k,top_prob500k,correct500k,predicted_token600k,label_prob600k,distractor_prob600k,diff_prob600k,top_prob600k,correct600k,predicted_token700k,label_prob700k,distractor_prob700k,diff_prob700k,top_prob700k,correct700k,predicted_token800k,label_prob800k,distractor_prob800k,diff_prob800k,top_prob800k,correct800k,predicted_token900k,label_prob900k,distractor_prob900k,diff_prob900k,top_prob900k,correct900k,predicted_token1000k,label_prob1000k,distractor_prob1000k,diff_prob1000k,top_prob1000k,correct1000k,predicted_token1100k,label_prob1100k,distractor_prob1100k,diff_prob1100k,top_prob1100k,correct1100k,predicted_token1200k,label_prob1200k,distractor_prob1200k,diff_prob1200k,top_prob1200k,correct1200k,predicted_token1300k,label_prob1300k,distractor_prob1300k,diff_prob1300k,top_prob1300k,correct1300k,predicted_token1400k,label_prob1400k,distractor_prob1400k,diff_prob1400k,top_prob1400k,correct1400k,predicted_token1500k,label_prob1500k,distractor_prob1500k,diff_prob1500k,top_prob1500k,correct1500k,predicted_token1600k,label_prob1600k,distractor_prob1600k,diff_prob1600k,top_prob1600k,correct1600k,predicted_token1700k,label_prob1700k,distractor_prob1700k,diff_prob1700k,top_prob1700k,correct1700k,predicted_token1800k,label_prob1800k,distractor_prob1800k,diff_prob1800k,top_prob1800k,correct1800k,predicted_token1900k,label_prob1900k,distractor_prob1900k,diff_prob1900k,top_prob1900k,correct1900k,predicted_token2000k,label_prob2000k,distractor_prob2000k,diff_prob2000k,top_prob2000k,correct2000k
42,This is the employee who this morning in the interview of the talented programmer annoyed the head of the team. The [MASK] annoyed the team leader.,employee,employee,programmer,programmer,F-G,animate,True,employee,0.7774869203567505,0.22251302003860474,0.5549739003181458,disciplines,True,employee,0.9123597741127014,0.08764030039310455,0.8247194737195969,coach,True,employee,0.5415073037147522,0.458492636680603,0.08301466703414917,employee,True,employee,0.980880081653595,0.019119933247566223,0.9617601484060287,employee,True,programmer,0.42239317297935486,0.5776067972183228,-0.1552136242389679,programmer,False,employee,0.6678407192230225,0.3321593701839447,0.33568134903907776,employee,True,employee,0.9842604994773865,0.01573943719267845,0.968521062284708,employee,True,employee,0.9957830905914307,0.004216957837343216,0.9915661327540874,employee,True,employee,0.9887513518333435,0.011248622089624405,0.9775027297437191,employee,True,employee,0.9908357858657837,0.009164182469248772,0.9816716033965349,interview,True,employee,0.9812968373298645,0.018703166395425797,0.9625936709344387,employee,True,employee,0.8638626933097839,0.1361371874809265,0.7277255058288574,employee,True,employee,0.673641562461853,0.326358437538147,0.34728312492370605,employee,True,employee,0.8913472294807434,0.1086527481675148,0.7826944813132286,employee,True,employee,0.8274280428886414,0.17257197201251984,0.6548560708761215,employee,True,employee,0.7914937138557434,0.2085062563419342,0.5829874575138092,employee,True,employee,0.8412381410598755,0.15876176953315735,0.6824763715267181,employee,True,employee,0.8916144371032715,0.10838556289672852,0.783228874206543,employee,True,employee,0.9523305892944336,0.047669462859630585,0.904661126434803,employee,True,employee,0.8051981925964355,0.19480185210704803,0.6103963404893875,employee,True,employee,0.822562038898468,0.1774379462003708,0.6451240926980972,employee,True,employee,0.9151211380958557,0.08487877249717712,0.8302423655986786,employee,True,employee,0.7290577292442322,0.27094224095344543,0.45811548829078674,employee,True,employee,0.9699142575263977,0.030085837468504906,0.9398284200578928,employee,True,employee,0.8429490923881531,0.1570509970188141,0.685898095369339,employee,True,employee,0.8222712874412537,0.1777287870645523,0.6445425003767014,employee,True,employee,0.8417696356773376,0.15823036432266235,0.6835392713546753,employee,True,employee,0.7070928812026978,0.29290705919265747,0.4141858220100403,employee,True,employee,0.7269409894943237,0.27305901050567627,0.45388197898864746,employee,True
43,This is the test that this morning in the interview of the talented programmer annoyed the head of the team. The [MASK] annoyed the head of the team.,test,test,programmer,programmer,F-G,inanimate,False,programmer,0.4272063076496124,0.57279372215271,-0.14558741450309753,disciplines,False,programmer,0.17589576542377472,0.8241042494773865,-0.6482084840536118,coach,False,programmer,0.08496926724910736,0.9150307178497314,-0.8300614506006241,programmer,False,programmer,0.4228781461715698,0.5771218538284302,-0.15424370765686035,question,False,test,0.7213950157165527,0.2786049246788025,0.44279009103775024,test,True,programmer,0.25440675020217896,0.745593249797821,-0.4911864995956421,programmer,False,test,0.6743975281715393,0.32560256123542786,0.34879496693611145,teacher,True,programmer,0.3817632496356964,0.618236780166626,-0.23647353053092957,programmer,False,test,0.6816396713256836,0.3183603584766388,0.3632793128490448,test,True,test,0.9947269558906555,0.005273156799376011,0.9894537990912795,interview,True,programmer,0.17900550365447998,0.82099449634552,-0.64198899269104,programmer,False,programmer,0.039200522005558014,0.960799515247345,-0.921598993241787,programmer,False,programmer,0.031070319935679436,0.9689297080039978,-0.9378593880683184,programmer,False,programmer,0.041089486330747604,0.9589104652404785,-0.9178209789097309,programmer,False,programmer,0.00017457015928812325,0.9998255372047424,-0.9996509670454543,programmer,False,programmer,0.0015232437290251255,0.9984766840934753,-0.9969534403644502,programmer,False,programmer,0.03808301314711571,0.9619170427322388,-0.9238340295851231,programmer,False,programmer,0.010834896005690098,0.9891650080680847,-0.9783301120623946,programmer,False,programmer,0.006425660569220781,0.993574321269989,-0.9871486607007682,programmer,False,programmer,0.048670195043087006,0.9513298869132996,-0.9026596918702126,programmer,False,programmer,0.003571956418454647,0.9964280724525452,-0.9928561160340905,programmer,False,programmer,0.12002814561128616,0.8799718618392944,-0.7599437162280083,interview,False,programmer,0.23160125315189362,0.7683987617492676,-0.536797508597374,interview,False,programmer,0.3186035454273224,0.6813964247703552,-0.36279287934303284,interview,False,programmer,0.015343238599598408,0.9846567511558533,-0.9693135125562549,programmer,False,programmer,0.010168064385652542,0.9898319244384766,-0.979663860052824,programmer,False,programmer,0.003396087558940053,0.9966038465499878,-0.9932077589910477,programmer,False,programmer,0.004805561620742083,0.9951944947242737,-0.9903889331035316,programmer,False,programmer,0.007059414871037006,0.9929405450820923,-0.9858811302110553,programmer,False
44,The dog that was in the care of the devoted boy this year has grown quite impressively. The [MASK] has grown impressively.,dog,dog,boy,boy,S-V,animate,True,boy,0.3007333278656006,0.6992666125297546,-0.39853328466415405,##eral,False,dog,0.9844434261322021,0.015556508675217628,0.9688869174569845,dog,True,dog,0.9833729863166809,0.016626931726932526,0.9667460545897484,dog,True,dog,0.9900672435760498,0.009932808578014374,0.9801344349980354,dog,True,dog,0.8109379410743713,0.1890619695186615,0.6218759715557098,dog,True,dog,0.9344951510429382,0.0655047595500946,0.8689903914928436,dog,True,dog,0.9534489512443542,0.04655097424983978,0.9068979769945145,dog,True,dog,0.983859658241272,0.016140319406986237,0.9677193388342857,dog,True,dog,0.9824944138526917,0.017505688592791557,0.9649887252599001,dog,True,dog,0.92286616563797,0.07713383436203003,0.8457323312759399,dog,True,dog,0.9825692176818848,0.017430802807211876,0.9651384148746729,dog,True,dog,0.9732006192207336,0.02679932303726673,0.9464012961834669,dog,True,dog,0.9456937313079834,0.05430617928504944,0.891387552022934,dog,True,boy,0.463861882686615,0.536138117313385,-0.07227623462677002,girl,False,dog,0.6118751764297485,0.38812488317489624,0.2237502932548523,horse,True,boy,0.47844913601875305,0.5215508937835693,-0.043101757764816284,horse,False,boy,0.3478056490421295,0.6521943807601929,-0.30438873171806335,garden,False,boy,0.3346036672592163,0.6653963327407837,-0.3307926654815674,boy,False,dog,0.5799750089645386,0.42002493143081665,0.15995007753372192,cat,True,dog,0.8266394138336182,0.17336055636405945,0.6532788574695587,dog,True,dog,0.5975314378738403,0.4024684429168701,0.19506299495697021,cat,True,dog,0.6935359239578247,0.3064641058444977,0.387071818113327,cat,True,boy,0.2856472432613373,0.7143527865409851,-0.4287055432796478,girl,False,dog,0.6541895866394043,0.3458104133605957,0.3083791732788086,cat,True,dog,0.5538954138755798,0.4461045265197754,0.10779088735580444,cat,True,dog,0.5892030596733093,0.4107968807220459,0.17840617895126343,cat,True,boy,0.4502548277378082,0.5497452020645142,-0.09949037432670593,cat,False,dog,0.5561326146125793,0.4438673257827759,0.11226528882980347,cat,True,dog,0.5921503305435181,0.4078496992588043,0.18430063128471375,cat,True
45,The pot that was in the care of the devoted boy this year grew quite impressively. The [MASK] grew impressively.,pot,pot,boy,boy,S-V,inanimate,False,boy,0.4446069002151489,0.5553930997848511,-0.11078619956970215,[unused3],False,pot,0.9773187041282654,0.02268129400908947,0.9546374101191759,pot,True,pot,0.9760718941688538,0.02392803132534027,0.9521438628435135,pot,True,pot,0.9951735138893127,0.00482657877728343,0.9903469351120293,pot,True,pot,0.9779298305511475,0.022070083767175674,0.9558597467839718,pot,True,pot,0.9892844557762146,0.010715643875300884,0.9785688119009137,pot,True,pot,0.9746212363243103,0.025378644466400146,0.9492425918579102,pot,True,pot,0.9983404874801636,0.0016594460466876626,0.9966810414334759,pot,True,pot,0.9631545543670654,0.03684554249048233,0.9263090118765831,pot,True,pot,0.9948694705963135,0.0051306006498634815,0.98973886994645,pot,True,pot,0.9958005547523499,0.0041993651539087296,0.9916011895984411,pot,True,pot,0.9798708558082581,0.020129021257162094,0.959741834551096,pot,True,pot,0.7598603963851929,0.2401396483182907,0.5197207480669022,fruit,True,boy,0.4670569598674774,0.5329430103302002,-0.06588605046272278,house,False,pot,0.8451437950134277,0.15485630929470062,0.6902874857187271,flowers,True,pot,0.960486888885498,0.039513204246759415,0.9209736846387386,pot,True,pot,0.9285057783126831,0.07149428129196167,0.8570114970207214,garden,True,pot,0.9353923797607422,0.06460762768983841,0.8707847520709038,pot,True,pot,0.7074653506278992,0.29253458976745605,0.4149307608604431,pot,True,pot,0.9750884771347046,0.02491150051355362,0.950176976621151,pot,True,pot,0.9831341505050659,0.016865910962224007,0.9662682395428419,pot,True,pot,0.9593282341957092,0.04067164286971092,0.9186565913259983,house,True,pot,0.9339732527732849,0.06602678447961807,0.8679464682936668,house,True,pot,0.9618136882781982,0.03818638250231743,0.9236273057758808,pot,True,pot,0.9618862271308899,0.038113802671432495,0.9237724244594574,pot,True,pot,0.9896560907363892,0.010344025678932667,0.9793120650574565,pot,True,pot,0.9590691924095154,0.040930744260549545,0.9181384481489658,pot,True,pot,0.9774697422981262,0.02253025583922863,0.9549394864588976,pot,True,pot,0.9837821125984192,0.016217881813645363,0.9675642307847738,pot,True
46,This is the dog that this year under the care of the devoted boy has grown quite impressively. The [MASK] has grown impressively.,dog,dog,boy,boy,F-G,animate,True,boy,0.21225838363170624,0.7877416610717773,-0.5754832774400711,[unused3],False,dog,0.8709934949874878,0.12900659441947937,0.7419869005680084,dog,True,dog,0.8633052706718445,0.13669468462467194,0.7266105860471725,dog,True,dog,0.9828731417655945,0.017126936465501785,0.9657462053000927,dog,True,dog,0.9198299050331116,0.08017005771398544,0.8396598473191261,dog,True,dog,0.9081575870513916,0.091842420399189,0.8163151666522026,dog,True,dog,0.9290429949760437,0.07095701992511749,0.8580859750509262,dog,True,dog,0.9616200923919678,0.0383799746632576,0.9232401177287102,dog,True,dog,0.9627799987792969,0.03722001239657402,0.9255599863827229,dog,True,dog,0.9855517148971558,0.014448286965489388,0.9711034279316664,dog,True,dog,0.9635311365127563,0.036468859761953354,0.927062276750803,dog,True,dog,0.9750276803970337,0.024972276762127876,0.9500554036349058,dog,True,dog,0.9161765575408936,0.08382350206375122,0.8323530554771423,dog,True,dog,0.8978003263473511,0.10219965130090714,0.7956006750464439,dog,True,dog,0.945972740650177,0.05402735248208046,0.8919453881680965,dog,True,dog,0.7965983748435974,0.20340153574943542,0.593196839094162,dog,True,dog,0.8431341648101807,0.15686579048633575,0.6862683743238449,dog,True,boy,0.36898595094680786,0.6310140490531921,-0.2620280981063843,boy,False,dog,0.9609734416007996,0.03902656212449074,0.9219468794763088,dog,True,dog,0.7149403095245361,0.2850596010684967,0.42988070845603943,dog,True,dog,0.7892637848854065,0.2107362449169159,0.5785275399684906,dog,True,dog,0.8541850447654724,0.1458148956298828,0.7083701491355896,dog,True,dog,0.5650294423103333,0.43497055768966675,0.1300588846206665,dog,True,dog,0.7729170918464661,0.22708284854888916,0.5458342432975769,dog,True,dog,0.8400563597679138,0.15994355082511902,0.6801128089427948,dog,True,boy,0.2715602219104767,0.7284398078918457,-0.456879585981369,girl,False,boy,0.3184579610824585,0.6815420985221863,-0.3630841374397278,girl,False,boy,0.2094452828168869,0.7905547618865967,-0.5811094790697098,girl,False,boy,0.14538170397281647,0.8546182513237,-0.7092365473508835,girl,False
47,This is the pot that this year under the care of the devoted boy has grown quite impressively. The [MASK] grew impressively.,pot,pot,boy,boy,F-G,inanimate,False,pot,0.5920224189758301,0.4079776406288147,0.18404477834701538,[unused3],True,pot,0.7944340109825134,0.20556597411632538,0.588868036866188,pot,True,boy,0.035539280623197556,0.9644607901573181,-0.9289215095341206,boy,False,pot,0.9568362236022949,0.04316368326544762,0.9136725403368473,house,True,boy,0.4354921281337738,0.5645079016685486,-0.12901577353477478,boy,False,pot,0.6721206903457642,0.32787925004959106,0.3442414402961731,pot,True,pot,0.9599548578262329,0.04004513844847679,0.9199097193777561,pot,True,pot,0.9977185726165771,0.00228134379722178,0.9954372288193554,pot,True,pot,0.9643357396125793,0.03566417843103409,0.9286715611815453,pot,True,pot,0.9921607375144958,0.007839174009859562,0.9843215635046363,pot,True,pot,0.888494610786438,0.11150550097227097,0.776989109814167,pot,True,pot,0.9965638518333435,0.003436153754591942,0.9931276980787516,pot,True,pot,0.8809462189674377,0.11905381828546524,0.7618924006819725,pot,True,pot,0.5970520973205566,0.40294793248176575,0.1941041648387909,pot,True,pot,0.8854247331619263,0.11457519978284836,0.7708495333790779,pot,True,boy,0.07628266513347626,0.9237173795700073,-0.8474347144365311,boy,False,boy,0.01769082434475422,0.9823091626167297,-0.9646183382719755,garden,False,boy,0.003973005339503288,0.9960269927978516,-0.9920539874583483,boy,False,boy,0.25982657074928284,0.7401734590530396,-0.4803468883037567,boy,False,boy,0.13569094240665436,0.8643090128898621,-0.7286180704832077,boy,False,boy,0.05949433147907257,0.9405056834220886,-0.881011351943016,boy,False,boy,0.47323474287986755,0.5267652273178101,-0.053530484437942505,house,False,boy,0.2840695381164551,0.7159305214881897,-0.4318609833717346,house,False,boy,0.05609297752380371,0.9439070820808411,-0.8878141045570374,house,False,boy,0.46311983466148376,0.5368801355361938,-0.07376030087471008,house,False,boy,0.012623077258467674,0.9873769283294678,-0.9747538510710001,boy,False,boy,0.017239142209291458,0.9827608466148376,-0.9655217044055462,boy,False,boy,0.004742725752294064,0.9952573180198669,-0.9905145922675729,boy,False,boy,0.00673124473541975,0.9932687878608704,-0.9865375431254506,boy,False
48,The guitarist who was at the Italian composer's celebration tonight played the favorite song. The [MASK] played the song.,guitarist,guitarist,composer,composer,S-V,animate,True,guitarist,0.5198785066604614,0.48012152314186096,0.039756983518600464,transform,True,composer,0.3518058955669403,0.6481941342353821,-0.2963882386684418,singer,False,composer,0.07361077517271042,0.926389217376709,-0.8527784422039986,composer,False,guitarist,0.5661373138427734,0.43386271595954895,0.1322745978832245,singer,True,guitarist,0.5654622912406921,0.4345376789569855,0.13092461228370667,band,True,composer,0.3765125274658203,0.6234874725341797,-0.24697494506835938,composer,False,guitarist,0.7929328680038452,0.20706719160079956,0.5858656764030457,band,True,guitarist,0.6838540434837341,0.3161458969116211,0.36770814657211304,band,True,guitarist,0.6989718079566956,0.3010282814502716,0.39794352650642395,band,True,guitarist,0.6805952787399292,0.3194047212600708,0.3611905574798584,band,True,guitarist,0.6809048652648926,0.31909504532814026,0.3618098199367523,band,True,guitarist,0.7563155889511108,0.24368445575237274,0.5126311331987381,band,True,guitarist,0.7260746955871582,0.2739253640174866,0.45214933156967163,band,True,guitarist,0.5814778804779053,0.4185221493244171,0.16295573115348816,drummer,True,guitarist,0.8902603387832642,0.10973968356847763,0.7805206552147865,singer,True,guitarist,0.8201654553413391,0.17983461916446686,0.6403308361768723,band,True,guitarist,0.7311192750930786,0.2688806653022766,0.462238609790802,band,True,guitarist,0.7135958671569824,0.286404013633728,0.4271918535232544,band,True,guitarist,0.952025830745697,0.047974128276109695,0.9040517024695873,guitarist,True,guitarist,0.7556947469711304,0.24430525302886963,0.5113894939422607,band,True,guitarist,0.8651124835014343,0.1348874419927597,0.7302250415086746,guitarist,True,guitarist,0.618147611618042,0.3818523585796356,0.23629525303840637,band,True,guitarist,0.7198313474655151,0.2801685631275177,0.43966278433799744,singer,True,guitarist,0.6500122547149658,0.34998777508735657,0.30002447962760925,band,True,guitarist,0.8972130417823792,0.10278689116239548,0.7944261506199837,band,True,guitarist,0.868777334690094,0.1312226802110672,0.7375546544790268,band,True,guitarist,0.808003306388855,0.19199660420417786,0.6160067021846771,band,True,guitarist,0.8760964870452881,0.12390344589948654,0.7521930411458015,band,True,guitarist,0.829062283039093,0.17093777656555176,0.6581245064735413,band,True
49,The loudspeaker that was at the Italian composer's celebration tonight played the favorite song. The [MASK] played the song.,speaker,speaker,composer,composer,S-V,inanimate,False,speaker,0.5437450408935547,0.4562549889087677,0.08749005198478699,[unused3],True,composer,0.010399412363767624,0.9896005392074585,-0.9792011268436909,singer,False,composer,0.0013826775830239058,0.9986172914505005,-0.9972346138674766,composer,False,composer,0.008893217891454697,0.9911068081855774,-0.9822135902941227,singer,False,composer,0.005042181350290775,0.9949578642845154,-0.9899156829342246,composer,False,composer,0.004003501497209072,0.9959964752197266,-0.9919929737225175,composer,False,composer,0.023088036105036736,0.9769119620323181,-0.9538239259272814,band,False,composer,0.03280755877494812,0.9671924114227295,-0.9343848526477814,band,False,composer,0.007474164944142103,0.9925258159637451,-0.985051651019603,audience,False,composer,0.005622768308967352,0.9943771958351135,-0.9887544275261462,band,False,composer,0.184589222073555,0.8154107332229614,-0.6308215111494064,audience,False,speaker,0.5497570037841797,0.4502429962158203,0.09951400756835938,audience,True,speaker,0.5895094275474548,0.4104906916618347,0.17901873588562012,audience,True,speaker,0.7289369702339172,0.27106302976608276,0.4578739404678345,audience,True,speaker,0.8114551901817322,0.1885448694229126,0.6229103207588196,band,True,composer,0.39526352286338806,0.6047364473342896,-0.2094729244709015,band,False,speaker,0.8871740102767944,0.11282605677843094,0.7743479534983635,band,True,composer,0.4468119740486145,0.5531880259513855,-0.106376051902771,audience,False,speaker,0.6166133880615234,0.38338661193847656,0.23322677612304688,audience,True,speaker,0.7941442728042603,0.20585574209690094,0.5882885307073593,band,True,speaker,0.9061790108680725,0.09382087737321854,0.812358133494854,audience,True,speaker,0.9380072355270386,0.06199268251657486,0.8760145530104637,band,True,composer,0.413078248500824,0.586921751499176,-0.17384350299835205,band,False,speaker,0.7051551938056946,0.2948448061943054,0.41031038761138916,band,True,speaker,0.7831238508224487,0.2168760895729065,0.5662477612495422,band,True,speaker,0.8055576086044312,0.19444242119789124,0.6111151874065399,band,True,composer,0.45941412448883057,0.5405859351158142,-0.08117181062698364,band,False,speaker,0.7448285818099976,0.25517141819000244,0.4896571636199951,band,True,speaker,0.661659836769104,0.33834022283554077,0.32331961393356323,band,True
50,This is the guitarist who tonight at the celebration of the Italian composer played the favorite. The [MASK] played the song.,guitarist,guitarist,composer,composer,F-G,animate,True,guitarist,0.5288018584251404,0.4711981415748596,0.05760371685028076,transform,True,composer,0.1968488246202469,0.8031511902809143,-0.6063023656606674,singer,False,composer,0.12933582067489624,0.8706642389297485,-0.7413284182548523,composer,False,composer,0.4262772500514984,0.5737227201461792,-0.1474454700946808,singer,False,composer,0.3713569939136505,0.6286429762840271,-0.2572859823703766,band,False,composer,0.30550020933151245,0.6944997906684875,-0.3889995813369751,composer,False,guitarist,0.6405910849571228,0.3594089448451996,0.2811821401119232,singer,True,composer,0.17705297470092773,0.8229469656944275,-0.6458939909934998,composer,False,composer,0.37975069880485535,0.6202492117881775,-0.24049851298332214,composer,False,guitarist,0.5441714525222778,0.4558284282684326,0.08834302425384521,band,True,composer,0.26107603311538696,0.738923966884613,-0.4778479337692261,composer,False,guitarist,0.6783154606819153,0.32168447971343994,0.35663098096847534,guitarist,True,composer,0.2596844434738159,0.7403155565261841,-0.48063111305236816,composer,False,composer,0.39080432057380676,0.6091956496238708,-0.2183913290500641,composer,False,guitarist,0.8552935719490051,0.14470650255680084,0.7105870693922043,guitarist,True,guitarist,0.8369486927986145,0.16305123269557953,0.673897460103035,guitarist,True,guitarist,0.8984280228614807,0.10157204419374466,0.796855978667736,guitarist,True,guitarist,0.9573575258255005,0.04264247044920921,0.9147150553762913,guitarist,True,guitarist,0.9556413292884827,0.0443587526679039,0.9112825766205788,guitarist,True,guitarist,0.8844846487045288,0.11551535874605179,0.768969289958477,band,True,guitarist,0.9720652103424072,0.027934670448303223,0.944130539894104,guitarist,True,guitarist,0.9313156604766846,0.06868436932563782,0.8626312911510468,guitarist,True,guitarist,0.9568732976913452,0.043126676231622696,0.9137466214597225,guitarist,True,guitarist,0.9046096205711365,0.09539030492305756,0.8092193156480789,guitarist,True,guitarist,0.9727997779846191,0.027200214564800262,0.9455995634198189,guitarist,True,guitarist,0.966757595539093,0.033242419362068176,0.9335151761770248,guitarist,True,guitarist,0.9565398693084717,0.04346005246043205,0.9130798168480396,guitarist,True,guitarist,0.9459848999977112,0.054015010595321655,0.8919698894023895,guitarist,True,guitarist,0.9549946188926697,0.04500525817275047,0.9099893607199192,guitarist,True
51,This is the speaker that tonight at the celebration of the Italian composer played the favorite. The [MASK] played the song.,speaker,speaker,composer,composer,F-G,inanimate,False,speaker,0.5382881760597229,0.46171170473098755,0.07657647132873535,transform,True,composer,0.034015778452157974,0.9659842252731323,-0.9319684468209743,composer,False,composer,0.01663869433104992,0.9833613038063049,-0.966722609475255,composer,False,composer,0.04055531695485115,0.9594446420669556,-0.9188893251121044,composer,False,composer,0.013843870721757412,0.986156165599823,-0.9723122948780656,composer,False,composer,0.10454283654689789,0.8954572081565857,-0.7909143716096878,composer,False,composer,0.34958454966545105,0.6504154205322266,-0.3008308708667755,guests,False,composer,0.12718205153942108,0.8728179335594177,-0.7456358820199966,composer,False,composer,0.0331413634121418,0.9668585658073425,-0.9337172023952007,composer,False,composer,0.05344053730368614,0.946559488773346,-0.8931189514696598,audience,False,composer,0.12575826048851013,0.8742417097091675,-0.7484834492206573,composer,False,composer,0.17163193225860596,0.8283680081367493,-0.6567360758781433,audience,False,composer,0.1007867157459259,0.8992133140563965,-0.7984265983104706,composer,False,composer,0.15726281702518463,0.8427371978759766,-0.6854743808507919,composer,False,composer,0.016588011756539345,0.9834119081497192,-0.9668238963931799,singer,False,composer,0.01971099153161049,0.9802890419960022,-0.9605780504643917,audience,False,composer,0.06012778729200363,0.9398722648620605,-0.8797444775700569,audience,False,composer,0.00387872033752501,0.9961212277412415,-0.9922425074037164,orchestra,False,composer,0.017714662477374077,0.9822852611541748,-0.9645705986768007,audience,False,composer,0.005429293494671583,0.9945706725120544,-0.9891413790173829,composer,False,composer,0.020846709609031677,0.9791532754898071,-0.9583065658807755,audience,False,composer,0.09085125476121902,0.9091487526893616,-0.8182974979281425,audience,False,composer,0.005929255858063698,0.9940707087516785,-0.9881414528936148,composer,False,composer,0.010620897635817528,0.9893791079521179,-0.9787582103163004,orchestra,False,composer,0.004216144327074289,0.995783805847168,-0.9915676615200937,orchestra,False,composer,0.026186788454651833,0.9738131761550903,-0.9476263877004385,orchestra,False,composer,0.006513847503811121,0.993486225605011,-0.9869723781011999,composer,False,composer,0.011912542395293713,0.98808753490448,-0.9761749925091863,orchestra,False,composer,0.011762733571231365,0.988237202167511,-0.9764744685962796,orchestra,False
52,The girl who was in the kind teacher's class yesterday fell off the high round table. The [MASK] fell off the high round table.,girl,girl,teacher,teacher,S-V,animate,True,girl,0.8890385031700134,0.11096148192882538,0.778077021241188,##eral,True,girl,0.961622953414917,0.038377124816179276,0.9232458285987377,girl,True,girl,0.9605189561843872,0.03948096185922623,0.921037994325161,girl,True,girl,0.9911795258522034,0.00882053468376398,0.9823589911684394,girl,True,girl,0.9636490941047668,0.03635085001587868,0.9272982440888882,girl,True,girl,0.9510951638221741,0.048904772847890854,0.9021903909742832,girl,True,girl,0.9924450516700745,0.007554970681667328,0.9848900809884071,girl,True,girl,0.9958861470222473,0.00411393865942955,0.9917722083628178,girl,True,girl,0.9370670914649963,0.06293291598558426,0.8741341754794121,girl,True,girl,0.932256281375885,0.06774380058050156,0.8645124807953835,chair,True,girl,0.9356767535209656,0.0643233060836792,0.8713534474372864,girl,True,girl,0.943709135055542,0.056290775537490845,0.8874183595180511,girl,True,girl,0.9532526135444641,0.04674725979566574,0.9065053537487984,girl,True,girl,0.7269521951675415,0.2730478346347809,0.4539043605327606,girl,True,girl,0.907815158367157,0.09218486398458481,0.8156302943825722,girl,True,girl,0.9547833204269409,0.04521668329834938,0.9095666371285915,girl,True,girl,0.8604833483695984,0.13951653242111206,0.7209668159484863,girl,True,girl,0.7998899817466736,0.2001100480556488,0.5997799336910248,girl,True,girl,0.6225404739379883,0.3774595260620117,0.24508094787597656,girl,True,girl,0.9587206244468689,0.041279442608356476,0.9174411818385124,girl,True,girl,0.5783844590187073,0.4216155409812927,0.15676891803741455,girl,True,girl,0.8052869439125061,0.19471299648284912,0.610573947429657,girl,True,girl,0.9303821325302124,0.06961780041456223,0.8607643321156502,girl,True,girl,0.9514666795730591,0.04853333532810211,0.902933344244957,girl,True,girl,0.9011762142181396,0.09882378578186035,0.8023524284362793,girl,True,girl,0.8874983787536621,0.11250170320272446,0.7749966755509377,girl,True,girl,0.8019551634788513,0.1980447769165039,0.6039103865623474,girl,True,girl,0.875329852104187,0.12467009574174881,0.7506597563624382,girl,True,girl,0.8754133582115173,0.12458665668964386,0.7508267015218735,girl,True
