prompt,label,distractor,condition_sentence,condition_distractor,condition_question,distractor_value,subject_value,question_center
"The editor that the author recommended changed jobs after a new merger was announced. Therefore, the [MASK] changed jobs.",editor,author,subject_extracted,definite_description,matrix_verb,The author,The editor,subject
"The editor that you recommended changed jobs after a new merger was announced. Therefore, the [MASK] changed jobs.",editor,you,subject_extracted,indexical_pronoun,matrix_verb,You,The editor,subject
"The editor that Jen recommended changed jobs after a new merger was announced. Therefore, the [MASK] changed jobs.",editor,Jen,subject_extracted,name,matrix_verb,Jen,The editor,subject
"The editor that the author recommended changed jobs after a new merger was announced. Therefore, the [MASK] recommended the editor.",author,editor,subject_extracted,definite_description,embedded_verb,The author,The editor,distractor
"The editor that you recommended changed jobs after a new merger was announced. Therefore, [MASK] recommended the editor.",you,editor,subject_extracted,indexical_pronoun,embedded_verb,You,The editor,distractor
"The editor that Jen recommended changed jobs after a new merger was announced. Therefore, [MASK] recommended the editor.",Jen,editor,subject_extracted,name,embedded_verb,Jen,The editor,distractor
"The editor that recommended the author changed jobs after a new merger was announced. Therefore, the [MASK] changed jobs.",editor,author,object_extracted,definite_description,matrix_verb,The author,The editor,subject
"The editor that recommended you changed jobs after a new merger was announced. Therefore, the [MASK] changed jobs.",editor,you,object_extracted,indexical_pronoun,matrix_verb,You,The editor,subject
"The editor that recommended Jen changed jobs after a new merger was announced. Therefore, the [MASK] changed jobs.",editor,Jen,object_extracted,name,matrix_verb,Jen,The editor,subject
"The editor that recommended the author changed jobs after a new merger was announced. Therefore, the [MASK] recommended the author.",editor,author,object_extracted,definite_description,embedded_verb,The author,The editor,subject
"The editor that recommended you changed jobs after a new merger was announced. Therefore, the [MASK] recommended you.",editor,you,object_extracted,indexical_pronoun,embedded_verb,You,The editor,subject
"The editor that recommended Jen changed jobs after a new merger was announced. Therefore, the [MASK] recommended Jen.",editor,Jen,object_extracted,name,embedded_verb,Jen,The editor,subject
"The tailor that the customer described worked in a small building near the bus station. Therefore, the [MASK] worked in a small building.",tailor,customer,subject_extracted,definite_description,matrix_verb,The customer,The tailor,subject
"The tailor that you described worked in a small building near the bus station. Therefore, the [MASK] worked in a small building.",tailor,you,subject_extracted,indexical_pronoun,matrix_verb,You,The tailor,subject
"The tailor that Pam described worked in a small building near the bus station. Therefore, the [MASK] worked in a small building.",tailor,Pam,subject_extracted,name,matrix_verb,Pam,The tailor,subject
"The tailor that the customer described worked in a small building near the bus station. Therefore, the [MASK] described the tailor.",customer,tailor,subject_extracted,definite_description,embedded_verb,The customer,The tailor,distractor
"The tailor that you described worked in a small building near the bus station. Therefore, [MASK] described the tailor.",you,tailor,subject_extracted,indexical_pronoun,embedded_verb,You,The tailor,distractor
"The tailor that Pam described worked in a small building near the bus station. Therefore, [MASK] described the tailor.",Pam,tailor,subject_extracted,name,embedded_verb,Pam,The tailor,distractor
"The tailor that described the customer worked in a small building near the bus station. Therefore, the [MASK] worked in a small building.",tailor,customer,object_extracted,definite_description,matrix_verb,The customer,The tailor,subject
"The tailor that described you worked in a small building near the bus station. Therefore, the [MASK] worked in a small building.",tailor,you,object_extracted,indexical_pronoun,matrix_verb,You,The tailor,subject
"The tailor that described Pam worked in a small building near the bus station. Therefore, the [MASK] worked in a small building.",tailor,Pam,object_extracted,name,matrix_verb,Pam,The tailor,subject
"The tailor that described the customer worked in a small building near the bus station. Therefore, the [MASK] described the customer.",tailor,customer,object_extracted,definite_description,embedded_verb,The customer,The tailor,subject
"The tailor that described you worked in a small building near the bus station. Therefore, the [MASK] described you.",tailor,you,object_extracted,indexical_pronoun,embedded_verb,You,The tailor,subject
"The tailor that described Pam worked in a small building near the bus station. Therefore, the [MASK] described Pam.",tailor,Pam,object_extracted,name,embedded_verb,Pam,The tailor,subject
"The admiral that the general advised reminisced nostalgically before the trip got underway. Therefore, the [MASK] reminisced nostalgically.",admiral,general,subject_extracted,definite_description,matrix_verb,The general,The admiral,subject
"The admiral that you advised reminisced nostalgically before the trip got underway. Therefore, the [MASK] reminisced nostalgically.",admiral,you,subject_extracted,indexical_pronoun,matrix_verb,You,The admiral,subject
"The admiral that Jim advised reminisced nostalgically before the trip got underway. Therefore, the [MASK] reminisced nostalgically.",admiral,Jim,subject_extracted,name,matrix_verb,Jim,The admiral,subject
"The admiral that the general advised reminisced nostalgically before the trip got underway. Therefore, the [MASK] advised the admiral.",general,admiral,subject_extracted,definite_description,embedded_verb,The general,The admiral,distractor
"The admiral that you advised reminisced nostalgically before the trip got underway. Therefore, [MASK] advised the admiral.",you,admiral,subject_extracted,indexical_pronoun,embedded_verb,You,The admiral,distractor
"The admiral that Jim advised reminisced nostalgically before the trip got underway. Therefore, [MASK] advised the admiral.",Jim,admiral,subject_extracted,name,embedded_verb,Jim,The admiral,distractor
"The admiral that advised the general reminisced nostalgically before the trip got underway. Therefore, the [MASK] reminisced nostalgically.",admiral,general,object_extracted,definite_description,matrix_verb,The general,The admiral,subject
"The admiral that advised you reminisced nostalgically before the trip got underway. Therefore, the [MASK] reminisced nostalgically.",admiral,you,object_extracted,indexical_pronoun,matrix_verb,You,The admiral,subject
"The admiral that advised Jim reminisced nostalgically before the trip got underway. Therefore, the [MASK] reminisced nostalgically.",admiral,Jim,object_extracted,name,matrix_verb,Jim,The admiral,subject
"The admiral that advised the general reminisced nostalgically before the trip got underway. Therefore, the [MASK] advised the general.",admiral,general,object_extracted,definite_description,embedded_verb,The general,The admiral,subject
"The admiral that advised you reminisced nostalgically before the trip got underway. Therefore, the [MASK] advised you.",admiral,you,object_extracted,indexical_pronoun,embedded_verb,You,The admiral,subject
"The admiral that advised Jim reminisced nostalgically before the trip got underway. Therefore, the [MASK] advised Jim.",admiral,Jim,object_extracted,name,embedded_verb,Jim,The admiral,subject
"The coach that the referee criticized talked publicly about the incident after the game. Therefore, the [MASK] talked publicly about the incident.",coach,referee,subject_extracted,definite_description,matrix_verb,The referee,The coach,subject
"The coach that you criticized talked publicly about the incident after the game. Therefore, the [MASK] talked publicly about the incident.",coach,you,subject_extracted,indexical_pronoun,matrix_verb,You,The coach,subject
"The coach that Eve criticized talked publicly about the incident after the game. Therefore, the [MASK] talked publicly about the incident.",coach,Eve,subject_extracted,name,matrix_verb,Eve,The coach,subject
"The coach that the referee criticized talked publicly about the incident after the game. Therefore, the [MASK] criticized the coach.",referee,coach,subject_extracted,definite_description,embedded_verb,The referee,The coach,distractor
"The coach that you criticized talked publicly about the incident after the game. Therefore, [MASK] criticized the coach.",you,coach,subject_extracted,indexical_pronoun,embedded_verb,You,The coach,distractor
"The coach that Eve criticized talked publicly about the incident after the game. Therefore, [MASK] criticized the coach.",Eve,coach,subject_extracted,name,embedded_verb,Eve,The coach,distractor
"The coach that criticized the referee talked publicly about the incident after the game. Therefore, the [MASK] talked publicly about the incident.",coach,referee,object_extracted,definite_description,matrix_verb,The referee,The coach,subject
"The coach that criticized you talked publicly about the incident after the game. Therefore, the [MASK] talked publicly about the incident.",coach,you,object_extracted,indexical_pronoun,matrix_verb,You,The coach,subject
"The coach that criticized Eve talked publicly about the incident after the game. Therefore, the [MASK] talked publicly about the incident.",coach,Eve,object_extracted,name,matrix_verb,Eve,The coach,subject
"The coach that criticized the referee talked publicly about the incident after the game. Therefore, the [MASK] criticized the referee.",coach,referee,object_extracted,definite_description,embedded_verb,The referee,The coach,subject
"The coach that criticized you talked publicly about the incident after the game. Therefore, the [MASK] criticized you.",coach,you,object_extracted,indexical_pronoun,embedded_verb,You,The coach,subject
"The coach that criticized Eve talked publicly about the incident after the game. Therefore, the [MASK] criticized Eve.",coach,Eve,object_extracted,name,embedded_verb,Eve,The coach,subject
"The lawyer that the client interviewed had a very small office. Therefore, the [MASK] had a small office.",lawyer,client,subject_extracted,definite_description,matrix_verb,The client,The lawyer,subject
"The lawyer that you interviewed had a very small office. Therefore, the [MASK] had a small office.",lawyer,you,subject_extracted,indexical_pronoun,matrix_verb,You,The lawyer,subject
"The lawyer that Ken interviewed had a very small office. Therefore, the [MASK] had a small office.",lawyer,Ken,subject_extracted,name,matrix_verb,Ken,The lawyer,subject
"The lawyer that the client interviewed had a very small office. Therefore, the [MASK] interviewed the lawyer.",client,lawyer,subject_extracted,definite_description,embedded_verb,The client,The lawyer,distractor
"The lawyer that you interviewed had a very small office. Therefore, [MASK] interviewed the lawyer.",you,lawyer,subject_extracted,indexical_pronoun,embedded_verb,You,The lawyer,distractor
"The lawyer that Ken interviewed had a very small office. Therefore, [MASK] interviewed the lawyer.",Ken,lawyer,subject_extracted,name,embedded_verb,Ken,The lawyer,distractor
"The lawyer that interviewed the client had a very small office. Therefore, the [MASK] had a small office.",lawyer,client,object_extracted,definite_description,matrix_verb,The client,The lawyer,subject
"The lawyer that interviewed you had a very small office. Therefore, the [MASK] had a small office.",lawyer,you,object_extracted,indexical_pronoun,matrix_verb,You,The lawyer,subject
"The lawyer that interviewed Ken had a very small office. Therefore, the [MASK] had a small office.",lawyer,Ken,object_extracted,name,matrix_verb,Ken,The lawyer,subject
"The lawyer that interviewed the client had a very small office. Therefore, the [MASK] interviewed the client.",lawyer,client,object_extracted,definite_description,embedded_verb,The client,The lawyer,subject
"The lawyer that interviewed you had a very small office. Therefore, the [MASK] interviewed you.",lawyer,you,object_extracted,indexical_pronoun,embedded_verb,You,The lawyer,subject
"The lawyer that interviewed Ken had a very small office. Therefore, the [MASK] interviewed Ken.",lawyer,Ken,object_extracted,name,embedded_verb,Ken,The lawyer,subject
"The plumber that the electrician called drove a grey truck. Therefore, the [MASK] drove a grey truck.",plumber,electrician,subject_extracted,definite_description,matrix_verb,The electrician,The plumber,subject
"The plumber that you called drove a grey truck. Therefore, the [MASK] drove a grey truck.",plumber,you,subject_extracted,indexical_pronoun,matrix_verb,You,The plumber,subject
"The plumber that Joy called drove a grey truck. Therefore, the [MASK] drove a grey truck.",plumber,Joy,subject_extracted,name,matrix_verb,Joy,The plumber,subject
"The plumber that the electrician called drove a grey truck. Therefore, the [MASK] called the plumber.",electrician,plumber,subject_extracted,definite_description,embedded_verb,The electrician,The plumber,distractor
"The plumber that you called drove a grey truck. Therefore, [MASK] called the plumber.",you,plumber,subject_extracted,indexical_pronoun,embedded_verb,You,The plumber,distractor
"The plumber that Joy called drove a grey truck. Therefore, [MASK] called the plumber.",Joy,plumber,subject_extracted,name,embedded_verb,Joy,The plumber,distractor
"The plumber that called the electrician drove a grey truck. Therefore, the [MASK] drove a grey truck.",plumber,electrician,object_extracted,definite_description,matrix_verb,The electrician,The plumber,subject
"The plumber that called you drove a grey truck. Therefore, the [MASK] drove a grey truck.",plumber,you,object_extracted,indexical_pronoun,matrix_verb,You,The plumber,subject
"The plumber that called Joy drove a grey truck. Therefore, the [MASK] drove a grey truck.",plumber,Joy,object_extracted,name,matrix_verb,Joy,The plumber,subject
"The plumber that called the electrician drove a grey truck. Therefore, the [MASK] called the electrician.",plumber,electrician,object_extracted,definite_description,embedded_verb,The electrician,The plumber,subject
"The plumber that called you drove a grey truck. Therefore, the [MASK] called you.",plumber,you,object_extracted,indexical_pronoun,embedded_verb,You,The plumber,subject
"The plumber that called Joy drove a grey truck. Therefore, the [MASK] called Joy.",plumber,Joy,object_extracted,name,embedded_verb,Joy,The plumber,subject
"The salesman that the accountant contacted spoke very quickly. Therefore, the [MASK] spoke very quickly.",salesman,accountant,subject_extracted,definite_description,matrix_verb,The accountant,The salesman,subject
"The salesman that you contacted spoke very quickly. Therefore, the [MASK] spoke very quickly.",salesman,you,subject_extracted,indexical_pronoun,matrix_verb,You,The salesman,subject
"The salesman that Jon contacted spoke very quickly. Therefore, the [MASK] spoke very quickly.",salesman,Jon,subject_extracted,name,matrix_verb,Jon,The salesman,subject
"The salesman that the accountant contacted spoke very quickly. Therefore, the [MASK] contacted the salesman.",accountant,salesman,subject_extracted,definite_description,embedded_verb,The accountant,The salesman,distractor
"The salesman that you contacted spoke very quickly. Therefore, [MASK] contacted the salesman.",you,salesman,subject_extracted,indexical_pronoun,embedded_verb,You,The salesman,distractor
"The salesman that Jon contacted spoke very quickly. Therefore, [MASK] contacted the salesman.",Jon,salesman,subject_extracted,name,embedded_verb,Jon,The salesman,distractor
"The salesman that contacted the accountant spoke very quickly. Therefore, the [MASK] spoke very quickly.",salesman,accountant,object_extracted,definite_description,matrix_verb,The accountant,The salesman,subject
"The salesman that contacted you spoke very quickly. Therefore, the [MASK] spoke very quickly.",salesman,you,object_extracted,indexical_pronoun,matrix_verb,You,The salesman,subject
"The salesman that contacted Jon spoke very quickly. Therefore, the [MASK] spoke very quickly.",salesman,Jon,object_extracted,name,matrix_verb,Jon,The salesman,subject
"The salesman that contacted the accountant spoke very quickly. Therefore, the [MASK] contacted the accountant.",salesman,accountant,object_extracted,definite_description,embedded_verb,The accountant,The salesman,subject
"The salesman that contacted you spoke very quickly. Therefore, the [MASK] contacted you.",salesman,you,object_extracted,indexical_pronoun,embedded_verb,You,The salesman,subject
"The salesman that contacted Jon spoke very quickly. Therefore, the [MASK] contacted Jon.",salesman,Jon,object_extracted,name,embedded_verb,Jon,The salesman,subject
"The clown that the magician entertained was a star. Therefore, the [MASK] was a star.",clown,magician,subject_extracted,definite_description,matrix_verb,The magician,The clown,subject
"The clown that you entertained was a star. Therefore, the [MASK] was a star.",clown,you,subject_extracted,indexical_pronoun,matrix_verb,You,The clown,subject
"The clown that Meg entertained was a star. Therefore, the [MASK] was a star.",clown,Meg,subject_extracted,name,matrix_verb,Meg,The clown,subject
"The clown that the magician entertained was a star. Therefore, the [MASK] entertained the clown.",magician,clown,subject_extracted,definite_description,embedded_verb,The magician,The clown,distractor
"The clown that you entertained was a star. Therefore, [MASK] entertained the clown.",you,clown,subject_extracted,indexical_pronoun,embedded_verb,You,The clown,distractor
"The clown that Meg entertained was a star. Therefore, [MASK] entertained the clown.",Meg,clown,subject_extracted,name,embedded_verb,Meg,The clown,distractor
"The clown that entertained the magician was a star. Therefore, the [MASK] was a star.",clown,magician,object_extracted,definite_description,matrix_verb,The magician,The clown,subject
"The clown that entertained you was a star. Therefore, the [MASK] was a star.",clown,you,object_extracted,indexical_pronoun,matrix_verb,You,The clown,subject
"The clown that entertained Meg was a star. Therefore, the [MASK] was a star.",clown,Meg,object_extracted,name,matrix_verb,Meg,The clown,subject
"The clown that entertained the magician was a star. Therefore, the [MASK] entertained the magician.",clown,magician,object_extracted,definite_description,embedded_verb,The magician,The clown,subject
"The clown that entertained you was a star. Therefore, the [MASK] entertained you.",clown,you,object_extracted,indexical_pronoun,embedded_verb,You,The clown,subject
"The clown that entertained Meg was a star. Therefore, the [MASK] entertained Meg.",clown,Meg,object_extracted,name,embedded_verb,Meg,The clown,subject
"The clerk that the traveler helped worked in a large foreign bank. Therefore, the [MASK] worked in a large foreign bank.",clerk,traveler,subject_extracted,definite_description,matrix_verb,The traveler,The clerk,subject
"The clerk that you helped worked in a large foreign bank. Therefore, the [MASK] worked in a large foreign bank.",clerk,you,subject_extracted,indexical_pronoun,matrix_verb,You,The clerk,subject
"The clerk that Lou helped worked in a large foreign bank. Therefore, the [MASK] worked in a large foreign bank.",clerk,Lou,subject_extracted,name,matrix_verb,Lou,The clerk,subject
"The clerk that the traveler helped worked in a large foreign bank. Therefore, the [MASK] helped the clerk.",traveler,clerk,subject_extracted,definite_description,embedded_verb,The traveler,The clerk,distractor
"The clerk that you helped worked in a large foreign bank. Therefore, [MASK] helped the clerk.",you,clerk,subject_extracted,indexical_pronoun,embedded_verb,You,The clerk,distractor
"The clerk that Lou helped worked in a large foreign bank. Therefore, [MASK] helped the clerk.",Lou,clerk,subject_extracted,name,embedded_verb,Lou,The clerk,distractor
"The clerk that helped the traveler worked in a large foreign bank. Therefore, the [MASK] worked in a large foreign bank.",clerk,traveler,object_extracted,definite_description,matrix_verb,The traveler,The clerk,subject
"The clerk that helped you worked in a large foreign bank. Therefore, the [MASK] worked in a large foreign bank.",clerk,you,object_extracted,indexical_pronoun,matrix_verb,You,The clerk,subject
"The clerk that helped Lou worked in a large foreign bank. Therefore, the [MASK] worked in a large foreign bank.",clerk,Lou,object_extracted,name,matrix_verb,Lou,The clerk,subject
"The clerk that helped the traveler worked in a large foreign bank. Therefore, the [MASK] helped the traveler.",clerk,traveler,object_extracted,definite_description,embedded_verb,The traveler,The clerk,subject
"The clerk that helped you worked in a large foreign bank. Therefore, the [MASK] helped you.",clerk,you,object_extracted,indexical_pronoun,embedded_verb,You,The clerk,subject
"The clerk that helped Lou worked in a large foreign bank. Therefore, the [MASK] helped Lou.",clerk,Lou,object_extracted,name,embedded_verb,Lou,The clerk,subject
"The gardener that the homeowner envied was very friendly. Therefore, the [MASK] was very friendly.",gardener,homeowner,subject_extracted,definite_description,matrix_verb,The homeowner,The gardener,subject
"The gardener that you envied was very friendly. Therefore, the [MASK] was very friendly.",gardener,you,subject_extracted,indexical_pronoun,matrix_verb,You,The gardener,subject
"The gardener that Liz envied was very friendly. Therefore, the [MASK] was very friendly.",gardener,Liz,subject_extracted,name,matrix_verb,Liz,The gardener,subject
"The gardener that the homeowner envied was very friendly. Therefore, the [MASK] envied the gardener.",homeowner,gardener,subject_extracted,definite_description,embedded_verb,The homeowner,The gardener,distractor
"The gardener that you envied was very friendly. Therefore, [MASK] envied the gardener.",you,gardener,subject_extracted,indexical_pronoun,embedded_verb,You,The gardener,distractor
"The gardener that Liz envied was very friendly. Therefore, [MASK] envied the gardener.",Liz,gardener,subject_extracted,name,embedded_verb,Liz,The gardener,distractor
"The gardener that envied the homeowner was very friendly. Therefore, the [MASK] was very friendly.",gardener,homeowner,object_extracted,definite_description,matrix_verb,The homeowner,The gardener,subject
"The gardener that envied you was very friendly. Therefore, the [MASK] was very friendly.",gardener,you,object_extracted,indexical_pronoun,matrix_verb,You,The gardener,subject
"The gardener that envied Liz was very friendly. Therefore, the [MASK] was very friendly.",gardener,Liz,object_extracted,name,matrix_verb,Liz,The gardener,subject
"The gardener that envied the homeowner was very friendly. Therefore, the [MASK] envied the homeowner.",gardener,homeowner,object_extracted,definite_description,embedded_verb,The homeowner,The gardener,subject
"The gardener that envied you was very friendly. Therefore, the [MASK] envied you.",gardener,you,object_extracted,indexical_pronoun,embedded_verb,You,The gardener,subject
"The gardener that envied Liz was very friendly. Therefore, the [MASK] envied Liz.",gardener,Liz,object_extracted,name,embedded_verb,Liz,The gardener,subject
